State,Soil Type,Previous Crop,Fertilizer Used,Water Hardness,Livestock,Resources,Temperature,Rainfall,Recommend Crop,Required Water,Required Fertilizer,Crop Protection Tip,Limited Resources Tip,Predicted Disease,Disease Prevention Tip
Sikkim,Clay,Apple,Compost,Soft,None,None,4,1,Cabbage,3500,"Urea: 85 kg/ha, DAP: 95 kg/ha",Apply organic mulch to prevent soil erosion,Adopt organic composting,Scab,Use resistant varieties
Sikkim,Mountain Soil,Cabbage,Compost,Hard,Pigs,Plough,4,1,Rice,2600,"NPK: 100 kg/ha, Compost: 1500 kg/ha",Fence fields for cattle,Practice mulching,Black Rot,Rotate crops regularly
Sikkim,Clay,Cabbage,Compost,Hard,Goats,Plough,8,2,Rice,2600,"NPK: 100 kg/ha, Compost: 1500 kg/ha",Fence fields for cattle,Practice mulching,Black Rot,Rotate crops regularly
Sikkim,Loamy,Orange,Urea,Hard,None,None,6,2,Potato,3000,"NPK: 140 kg/ha, DAP: 85 kg/ha",Fence fields for cattle,Practice mulching,Citrus Canker,Use copper-based spray
Sikkim,Sandy,Cardamom,NPK,Soft,Cattle,None,19,2,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Cover crops to deter monkeys,Practice mulching,Wilt,Improve soil drainage
Sikkim,Mountain Soil,Cardamom,Urea,Soft,None,None,2,2,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Cover crops to deter monkeys,Adopt organic composting,Wilt,Improve soil drainage
Sikkim,Mountain Soil,Cardamom,DAP,Hard,Poultry,None,13,3,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Use netting to protect fruit trees,Practice mulching,Wilt,Improve soil drainage
Sikkim,Mountain Soil,Millets,NPK,Soft,Yaks,None,19,3,Cardamom,2200,"Urea: 70 kg/ha, Compost: 1400 kg/ha",Apply organic mulch to prevent soil erosion,Use terrace farming,Rust,Apply sulfur spray
Sikkim,Mountain Soil,Millets,Urea,Hard,Yaks,None,14,1,Cardamom,2200,"Urea: 70 kg/ha, Compost: 1400 kg/ha",Apply organic mulch to prevent soil erosion,Practice mulching,Rust,Apply sulfur spray
Sikkim,Mountain Soil,Cabbage,Compost,Soft,Goats,Plough,2,1,Rice,2600,"NPK: 100 kg/ha, Compost: 1500 kg/ha",Apply organic mulch to prevent soil erosion,Practice mulching,Black Rot,Rotate crops regularly
Sikkim,Sandy,Cardamom,Compost,Hard,None,None,14,2,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Cover crops to deter monkeys,Use terrace farming,Wilt,Improve soil drainage
Sikkim,Clay,Maize,Compost,Hard,Pigs,Power Weeder,19,1,Millets,2500,"DAP: 100 kg/ha, NPK: 90 kg/ha",Fence fields for cattle,Adopt organic composting,Leaf Blight,Use resistant varieties
Sikkim,Mountain Soil,Cabbage,NPK,Soft,Cattle,Power Tiller,8,2,Rice,2600,"NPK: 100 kg/ha, Compost: 1500 kg/ha",Fence fields for cattle,Use terrace farming,Black Rot,Rotate crops regularly
Sikkim,Sandy,Apple,Compost,Hard,Poultry,None,16,2,Cabbage,3500,"Urea: 85 kg/ha, DAP: 95 kg/ha",Cover crops to deter monkeys,Adopt organic composting,Scab,Use resistant varieties
Sikkim,Mountain Soil,Apple,DAP,Hard,Cattle,None,11,3,Cabbage,3500,"Urea: 85 kg/ha, DAP: 95 kg/ha",Cover crops to deter monkeys,Adopt organic composting,Scab,Use resistant varieties
Sikkim,Sandy,Tea,DAP,Hard,Cattle,None,3,3,Apple,2700,"NPK: 110 kg/ha, Compost: 1450 kg/ha",Cover crops to deter monkeys,Practice mulching,Blister Blight,Ensure proper pruning
Sikkim,Mountain Soil,Apple,DAP,Soft,Cattle,None,14,1,Cabbage,3500,"Urea: 85 kg/ha, DAP: 95 kg/ha",Apply organic mulch to prevent soil erosion,Use terrace farming,Scab,Use resistant varieties
Sikkim,Clay,Cardamom,DAP,Hard,Yaks,None,15,1,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Apply organic mulch to prevent soil erosion,Adopt organic composting,Wilt,Improve soil drainage
Sikkim,Clay,Maize,DAP,Soft,Poultry,Sprayer,7,1,Millets,2500,"DAP: 100 kg/ha, NPK: 90 kg/ha",Use netting to protect fruit trees,Adopt organic composting,Leaf Blight,Use resistant varieties
Sikkim,Sandy,Cardamom,DAP,Hard,Cattle,None,14,2,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Cover crops to deter monkeys,Adopt organic composting,Wilt,Improve soil drainage
Sikkim,Loamy,Cabbage,NPK,Soft,Yaks,Plough,3,3,Rice,2600,"NPK: 100 kg/ha, Compost: 1500 kg/ha",Cover crops to deter monkeys,Practice mulching,Black Rot,Rotate crops regularly
Sikkim,Loamy,Potato,Compost,Hard,Goats,Power Weeder,12,3,Tea,2800,"Compost: 1550 kg/ha, Urea: 90 kg/ha",Fence fields for cattle,Use terrace farming,Late Blight,Apply Bordeaux mixture
Sikkim,Loamy,Potato,DAP,Soft,Yaks,Brush Cutter,14,1,Tea,2800,"Compost: 1550 kg/ha, Urea: 90 kg/ha",Cover crops to deter monkeys,Practice mulching,Late Blight,Apply Bordeaux mixture
Sikkim,Clay,Millets,Compost,Hard,Yaks,None,7,3,Cardamom,2200,"Urea: 70 kg/ha, Compost: 1400 kg/ha",Apply organic mulch to prevent soil erosion,Practice mulching,Rust,Apply sulfur spray
Sikkim,Sandy,Cabbage,Urea,Hard,None,Power Tiller,2,2,Rice,2600,"NPK: 100 kg/ha, Compost: 1500 kg/ha",Fence fields for cattle,Adopt organic composting,Black Rot,Rotate crops regularly
Sikkim,Sandy,Ginger,Compost,Hard,Cattle,None,18,3,Orange,2000,"Compost: 1600 kg/ha, Urea: 75 kg/ha",Apply organic mulch to prevent soil erosion,Practice mulching,Rhizome Rot,Use disease-free planting material
Sikkim,Loamy,Cardamom,DAP,Hard,Pigs,None,18,3,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Apply organic mulch to prevent soil erosion,Practice mulching,Wilt,Improve soil drainage
Sikkim,Sandy,Cardamom,Compost,Hard,Poultry,None,10,1,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Apply organic mulch to prevent soil erosion,Adopt organic composting,Wilt,Improve soil drainage
Sikkim,Loamy,Tea,DAP,Soft,Goats,None,14,3,Apple,2700,"NPK: 110 kg/ha, Compost: 1450 kg/ha",Apply organic mulch to prevent soil erosion,Practice mulching,Blister Blight,Ensure proper pruning
Sikkim,Mountain Soil,Maize,Urea,Soft,Poultry,Plough,4,1,Millets,2500,"DAP: 100 kg/ha, NPK: 90 kg/ha",Fence fields for cattle,Adopt organic composting,Leaf Blight,Use resistant varieties
Sikkim,Clay,Ginger,DAP,Soft,None,None,14,1,Orange,2000,"Compost: 1600 kg/ha, Urea: 75 kg/ha",Cover crops to deter monkeys,Use terrace farming,Rhizome Rot,Use disease-free planting material
Sikkim,Mountain Soil,Rice,Compost,Soft,Poultry,Sprayer,14,2,Maize,5000,"Compost: 1500 kg/ha, Urea: 80 kg/ha",Use netting to protect fruit trees,Adopt organic composting,Blast,Apply fungicides
Sikkim,Loamy,Cardamom,Urea,Hard,Goats,None,14,2,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Use netting to protect fruit trees,Use terrace farming,Wilt,Improve soil drainage
Sikkim,Sandy,Maize,NPK,Hard,Cattle,Plough,6,2,Millets,2500,"DAP: 100 kg/ha, NPK: 90 kg/ha",Apply organic mulch to prevent soil erosion,Practice mulching,Leaf Blight,Use resistant varieties
Sikkim,Mountain Soil,Tea,Urea,Hard,Cattle,None,16,1,Apple,2700,"NPK: 110 kg/ha, Compost: 1450 kg/ha",Apply organic mulch to prevent soil erosion,Practice mulching,Blister Blight,Ensure proper pruning
Sikkim,Sandy,Rice,Compost,Soft,Poultry,Power Tiller,12,1,Maize,5000,"Compost: 1500 kg/ha, Urea: 80 kg/ha",Use netting to protect fruit trees,Adopt organic composting,Blast,Apply fungicides
Sikkim,Mountain Soil,Ginger,DAP,Hard,Pigs,None,11,1,Orange,2000,"Compost: 1600 kg/ha, Urea: 75 kg/ha",Cover crops to deter monkeys,Use terrace farming,Rhizome Rot,Use disease-free planting material
Sikkim,Sandy,Potato,NPK,Hard,None,Sprayer,17,2,Tea,2800,"Compost: 1550 kg/ha, Urea: 90 kg/ha",Apply organic mulch to prevent soil erosion,Use terrace farming,Late Blight,Apply Bordeaux mixture
Sikkim,Clay,Potato,DAP,Hard,Pigs,Sprayer,15,1,Tea,2800,"Compost: 1550 kg/ha, Urea: 90 kg/ha",Cover crops to deter monkeys,Adopt organic composting,Late Blight,Apply Bordeaux mixture
Sikkim,Clay,Ginger,DAP,Hard,None,None,5,1,Orange,2000,"Compost: 1600 kg/ha, Urea: 75 kg/ha",Apply organic mulch to prevent soil erosion,Use terrace farming,Rhizome Rot,Use disease-free planting material
Sikkim,Clay,Orange,DAP,Hard,Cattle,None,19,2,Potato,3000,"NPK: 140 kg/ha, DAP: 85 kg/ha",Cover crops to deter monkeys,Use terrace farming,Citrus Canker,Use copper-based spray
Sikkim,Sandy,Ginger,NPK,Soft,None,None,10,2,Orange,2000,"Compost: 1600 kg/ha, Urea: 75 kg/ha",Cover crops to deter monkeys,Practice mulching,Rhizome Rot,Use disease-free planting material
Sikkim,Loamy,Apple,NPK,Soft,Goats,None,7,2,Cabbage,3500,"Urea: 85 kg/ha, DAP: 95 kg/ha",Fence fields for cattle,Adopt organic composting,Scab,Use resistant varieties
Sikkim,Mountain Soil,Maize,NPK,Hard,Cattle,Rake,7,2,Millets,2500,"DAP: 100 kg/ha, NPK: 90 kg/ha",Fence fields for cattle,Use terrace farming,Leaf Blight,Use resistant varieties
Sikkim,Sandy,Cardamom,DAP,Hard,Poultry,None,13,2,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Fence fields for cattle,Use terrace farming,Wilt,Improve soil drainage
Sikkim,Clay,Ginger,Urea,Soft,None,None,14,3,Orange,2000,"Compost: 1600 kg/ha, Urea: 75 kg/ha",Apply organic mulch to prevent soil erosion,Practice mulching,Rhizome Rot,Use disease-free planting material
Sikkim,Clay,Orange,NPK,Hard,Cattle,None,6,2,Potato,3000,"NPK: 140 kg/ha, DAP: 85 kg/ha",Fence fields for cattle,Practice mulching,Citrus Canker,Use copper-based spray
Sikkim,Clay,Orange,NPK,Hard,Poultry,None,9,1,Potato,3000,"NPK: 140 kg/ha, DAP: 85 kg/ha",Fence fields for cattle,Practice mulching,Citrus Canker,Use copper-based spray
Sikkim,Mountain Soil,Potato,DAP,Hard,Poultry,Trailer,15,2,Tea,2800,"Compost: 1550 kg/ha, Urea: 90 kg/ha",Use netting to protect fruit trees,Use terrace farming,Late Blight,Apply Bordeaux mixture
Sikkim,Clay,Cardamom,Compost,Soft,Pigs,None,7,2,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Use netting to protect fruit trees,Practice mulching,Wilt,Improve soil drainage
Sikkim,Clay,Rice,NPK,Soft,Poultry,Sprayer,12,3,Maize,5000,"Compost: 1500 kg/ha, Urea: 80 kg/ha",Apply organic mulch to prevent soil erosion,Adopt organic composting,Blast,Apply fungicides
Sikkim,Loamy,Cardamom,Compost,Hard,Goats,None,13,1,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Cover crops to deter monkeys,Use terrace farming,Wilt,Improve soil drainage
Sikkim,Clay,Maize,DAP,Hard,Poultry,Power Weeder,10,2,Millets,2500,"DAP: 100 kg/ha, NPK: 90 kg/ha",Use netting to protect fruit trees,Adopt organic composting,Leaf Blight,Use resistant varieties
Sikkim,Clay,Tea,Urea,Hard,Cattle,None,11,1,Apple,2700,"NPK: 110 kg/ha, Compost: 1450 kg/ha",Apply organic mulch to prevent soil erosion,Practice mulching,Blister Blight,Ensure proper pruning
Sikkim,Sandy,Millets,Urea,Soft,Goats,None,11,1,Cardamom,2200,"Urea: 70 kg/ha, Compost: 1400 kg/ha",Fence fields for cattle,Use terrace farming,Rust,Apply sulfur spray
Sikkim,Mountain Soil,Orange,Urea,Soft,Yaks,None,9,1,Potato,3000,"NPK: 140 kg/ha, DAP: 85 kg/ha",Apply organic mulch to prevent soil erosion,Practice mulching,Citrus Canker,Use copper-based spray
Sikkim,Loamy,Maize,Urea,Hard,None,Plough,14,3,Millets,2500,"DAP: 100 kg/ha, NPK: 90 kg/ha",Use netting to protect fruit trees,Practice mulching,Leaf Blight,Use resistant varieties
Sikkim,Mountain Soil,Rice,DAP,Soft,Pigs,Cultivator,9,1,Maize,5000,"Compost: 1500 kg/ha, Urea: 80 kg/ha",Cover crops to deter monkeys,Adopt organic composting,Blast,Apply fungicides
Sikkim,Sandy,Tea,NPK,Soft,Cattle,None,10,1,Apple,2700,"NPK: 110 kg/ha, Compost: 1450 kg/ha",Apply organic mulch to prevent soil erosion,Practice mulching,Blister Blight,Ensure proper pruning
Sikkim,Clay,Apple,NPK,Soft,None,None,5,2,Cabbage,3500,"Urea: 85 kg/ha, DAP: 95 kg/ha",Fence fields for cattle,Adopt organic composting,Scab,Use resistant varieties
Sikkim,Loamy,Cardamom,Urea,Hard,Goats,None,2,2,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Apply organic mulch to prevent soil erosion,Practice mulching,Wilt,Improve soil drainage
Sikkim,Loamy,Tea,DAP,Soft,Pigs,None,12,3,Apple,2700,"NPK: 110 kg/ha, Compost: 1450 kg/ha",Use netting to protect fruit trees,Use terrace farming,Blister Blight,Ensure proper pruning
Sikkim,Mountain Soil,Maize,DAP,Hard,None,Sprayer,16,2,Millets,2500,"DAP: 100 kg/ha, NPK: 90 kg/ha",Apply organic mulch to prevent soil erosion,Adopt organic composting,Leaf Blight,Use resistant varieties
Sikkim,Loamy,Potato,NPK,Hard,Yaks,Brush Cutter,14,3,Tea,2800,"Compost: 1550 kg/ha, Urea: 90 kg/ha",Cover crops to deter monkeys,Use terrace farming,Late Blight,Apply Bordeaux mixture
Sikkim,Loamy,Apple,NPK,Soft,Cattle,None,18,3,Cabbage,3500,"Urea: 85 kg/ha, DAP: 95 kg/ha",Cover crops to deter monkeys,Practice mulching,Scab,Use resistant varieties
Sikkim,Mountain Soil,Orange,Urea,Soft,Yaks,None,7,3,Potato,3000,"NPK: 140 kg/ha, DAP: 85 kg/ha",Fence fields for cattle,Adopt organic composting,Citrus Canker,Use copper-based spray
Sikkim,Mountain Soil,Cardamom,NPK,Soft,Poultry,None,10,1,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Use netting to protect fruit trees,Use terrace farming,Wilt,Improve soil drainage
Sikkim,Loamy,Cardamom,Urea,Hard,Yaks,None,8,2,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Cover crops to deter monkeys,Adopt organic composting,Wilt,Improve soil drainage
Sikkim,Sandy,Apple,DAP,Soft,Cattle,None,11,3,Cabbage,3500,"Urea: 85 kg/ha, DAP: 95 kg/ha",Use netting to protect fruit trees,Adopt organic composting,Scab,Use resistant varieties
Sikkim,Clay,Cardamom,DAP,Hard,None,None,14,1,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Use netting to protect fruit trees,Use terrace farming,Wilt,Improve soil drainage
Sikkim,Clay,Tea,Urea,Soft,Yaks,None,4,1,Apple,2700,"NPK: 110 kg/ha, Compost: 1450 kg/ha",Apply organic mulch to prevent soil erosion,Use terrace farming,Blister Blight,Ensure proper pruning
Sikkim,Sandy,Apple,NPK,Soft,Cattle,None,10,3,Cabbage,3500,"Urea: 85 kg/ha, DAP: 95 kg/ha",Fence fields for cattle,Use terrace farming,Scab,Use resistant varieties
Sikkim,Mountain Soil,Orange,Urea,Soft,None,None,7,1,Potato,3000,"NPK: 140 kg/ha, DAP: 85 kg/ha",Cover crops to deter monkeys,Practice mulching,Citrus Canker,Use copper-based spray
Sikkim,Sandy,Cardamom,NPK,Soft,Poultry,None,3,2,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Apply organic mulch to prevent soil erosion,Adopt organic composting,Wilt,Improve soil drainage
Sikkim,Clay,Cabbage,NPK,Hard,None,Seed Drill,3,2,Rice,2600,"NPK: 100 kg/ha, Compost: 1500 kg/ha",Fence fields for cattle,Practice mulching,Black Rot,Rotate crops regularly
Sikkim,Loamy,Millets,NPK,Soft,Poultry,None,12,3,Cardamom,2200,"Urea: 70 kg/ha, Compost: 1400 kg/ha",Use netting to protect fruit trees,Adopt organic composting,Rust,Apply sulfur spray
Sikkim,Sandy,Ginger,Urea,Soft,Yaks,None,13,2,Orange,2000,"Compost: 1600 kg/ha, Urea: 75 kg/ha",Cover crops to deter monkeys,Use terrace farming,Rhizome Rot,Use disease-free planting material
Sikkim,Clay,Rice,NPK,Hard,Yaks,Combine,16,3,Maize,5000,"Compost: 1500 kg/ha, Urea: 80 kg/ha",Use netting to protect fruit trees,Adopt organic composting,Blast,Apply fungicides
Sikkim,Loamy,Cabbage,NPK,Soft,Cattle,Seed Drill,3,1,Rice,2600,"NPK: 100 kg/ha, Compost: 1500 kg/ha",Use netting to protect fruit trees,Use terrace farming,Black Rot,Rotate crops regularly
Sikkim,Loamy,Tea,Compost,Hard,Pigs,None,7,2,Apple,2700,"NPK: 110 kg/ha, Compost: 1450 kg/ha",Cover crops to deter monkeys,Practice mulching,Blister Blight,Ensure proper pruning
Sikkim,Clay,Tea,Urea,Soft,Yaks,None,6,1,Apple,2700,"NPK: 110 kg/ha, Compost: 1450 kg/ha",Cover crops to deter monkeys,Use terrace farming,Blister Blight,Ensure proper pruning
Sikkim,Clay,Millets,NPK,Soft,None,None,3,2,Cardamom,2200,"Urea: 70 kg/ha, Compost: 1400 kg/ha",Use netting to protect fruit trees,Practice mulching,Rust,Apply sulfur spray
Sikkim,Mountain Soil,Tea,Urea,Hard,Poultry,None,15,2,Apple,2700,"NPK: 110 kg/ha, Compost: 1450 kg/ha",Fence fields for cattle,Adopt organic composting,Blister Blight,Ensure proper pruning
Sikkim,Clay,Millets,Compost,Soft,Pigs,None,3,1,Cardamom,2200,"Urea: 70 kg/ha, Compost: 1400 kg/ha",Fence fields for cattle,Adopt organic composting,Rust,Apply sulfur spray
Sikkim,Clay,Tea,Urea,Hard,Poultry,None,15,2,Apple,2700,"NPK: 110 kg/ha, Compost: 1450 kg/ha",Cover crops to deter monkeys,Practice mulching,Blister Blight,Ensure proper pruning
Sikkim,Sandy,Apple,NPK,Hard,Cattle,None,17,2,Cabbage,3500,"Urea: 85 kg/ha, DAP: 95 kg/ha",Cover crops to deter monkeys,Practice mulching,Scab,Use resistant varieties
Sikkim,Clay,Cardamom,NPK,Soft,Pigs,None,19,3,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Use netting to protect fruit trees,Adopt organic composting,Wilt,Improve soil drainage
Sikkim,Mountain Soil,Tea,NPK,Hard,None,None,7,1,Apple,2700,"NPK: 110 kg/ha, Compost: 1450 kg/ha",Apply organic mulch to prevent soil erosion,Adopt organic composting,Blister Blight,Ensure proper pruning
Sikkim,Mountain Soil,Cardamom,Urea,Hard,Pigs,None,17,1,Ginger,1800,"NPK: 120 kg/ha, Compost: 1300 kg/ha",Cover crops to deter monkeys,Adopt organic composting,Wilt,Improve soil drainage
Sikkim,Mountain Soil,Orange,Compost,Soft,Pigs,None,10,2,Potato,3000,"NPK: 140 kg/ha, DAP: 85 kg/ha",Cover crops to deter monkeys,Use terrace farming,Citrus Canker,Use copper-based spray
Sikkim,Sandy,Ginger,Urea,Hard,Yaks,None,19,1,Orange,2000,"Compost: 1600 kg/ha, Urea: 75 kg/ha",Apply organic mulch to prevent soil erosion,Practice mulching,Rhizome Rot,Use disease-free planting material
Sikkim,Clay,Millets,Urea,Hard,Goats,None,17,2,Cardamom,2200,"Urea: 70 kg/ha, Compost: 1400 kg/ha",Fence fields for cattle,Practice mulching,Rust,Apply sulfur spray
Sikkim,Sandy,Apple,DAP,Hard,Pigs,None,2,3,Cabbage,3500,"Urea: 85 kg/ha, DAP: 95 kg/ha",Use netting to protect fruit trees,Practice mulching,Scab,Use resistant varieties
Sikkim,Clay,Potato,DAP,Hard,Pigs,Brush Cutter,14,2,Tea,2800,"Compost: 1550 kg/ha, Urea: 90 kg/ha",Cover crops to deter monkeys,Use terrace farming,Late Blight,Apply Bordeaux mixture
Sikkim,Mountain Soil,Maize,NPK,Hard,Poultry,Plough,2,1,Millets,2500,"DAP: 100 kg/ha, NPK: 90 kg/ha",Fence fields for cattle,Practice mulching,Leaf Blight,Use resistant varieties
Sikkim,Mountain Soil,Ginger,NPK,Hard,Yaks,None,7,1,Orange,2000,"Compost: 1600 kg/ha, Urea: 75 kg/ha",Cover crops to deter monkeys,Adopt organic composting,Rhizome Rot,Use disease-free planting material
Sikkim,Loamy,Cabbage,Urea,Hard,Goats,Combine,17,3,Rice,2600,"NPK: 100 kg/ha, Compost: 1500 kg/ha",Apply organic mulch to prevent soil erosion,Use terrace farming,Black Rot,Rotate crops regularly
Tamil Nadu,Sandy,Pulses,Urea,Hard,None,Power Tiller,24,1,Pulses,2000,"DAP: 60 kg/ha, Compost: 1000 kg/ha",Use crop rotation,Use organic manure,Wilt in cotton,Apply fungicides
Tamil Nadu,Red Laterite,Groundnut,DAP,Hard,Buffalo,Sprayer,22,2,Groundnut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Use netting for birds,Practice intercropping,Yellow Mosaic in pulses,Regular field inspections
Tamil Nadu,Red Laterite,Banana,NPK,Soft,Buffalo,None,34,3,Banana,5000,"NPK: 200 kg/ha, Compost: 3000 kg/ha",Use crop rotation,Practice intercropping,Leaf Spot in groundnut,Regular field inspections
Tamil Nadu,Alluvial,Coconut,Compost,Hard,None,None,28,1,Coconut,4000,"Urea: 50 kg/ha, Compost: 1800 kg/ha",Use netting for birds,Use drip irrigation,Yellow Mosaic in pulses,Regular field inspections
Tamil Nadu,Red Laterite,Tapioca,Compost,Hard,Goats,None,24,3,Tapioca,2000,"Urea: 70 kg/ha, Compost: 1600 kg/ha",Fence fields for cattle,Practice intercropping,Red Rot in sugarcane,Regular field inspections
Tamil Nadu,Black Cotton,Groundnut,DAP,Hard,None,Harvester,28,3,Groundnut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Apply organic pesticides,Mulching for moisture retention,Blast in rice,Use resistant varieties
Tamil Nadu,Sandy,Mango,Compost,Hard,Buffalo,None,31,1,Mango,3000,"NPK: 110 kg/ha, Compost: 1700 kg/ha",Use netting for birds,Use drip irrigation,Red Rot in sugarcane,Ensure proper drainage
Tamil Nadu,Red Laterite,Tapioca,DAP,Soft,Buffalo,None,22,3,Tapioca,2000,"Urea: 70 kg/ha, Compost: 1600 kg/ha",Use netting for birds,Mulching for moisture retention,Yellow Mosaic in pulses,Apply fungicides
Tamil Nadu,Red Laterite,Tapioca,Urea,Soft,Poultry,None,20,1,Tapioca,2000,"Urea: 70 kg/ha, Compost: 1600 kg/ha",Use netting for birds,Mulching for moisture retention,Blast in rice,Use resistant varieties
Tamil Nadu,Black Cotton,Groundnut,Compost,Soft,Goats,Harvester,33,1,Groundnut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Apply organic pesticides,Use organic manure,Yellow Mosaic in pulses,Apply fungicides
Tamil Nadu,Sandy,Cotton,NPK,Soft,Goats,Power Weeder,24,3,Cotton,3000,"NPK: 120 kg/ha, Compost: 1800 kg/ha",Use netting for birds,Use organic manure,Yellow Mosaic in pulses,Apply fungicides
Tamil Nadu,Alluvial,Sugarcane,Urea,Hard,Goats,Rotavator,24,1,Sugarcane,6000,"DAP: 150 kg/ha, Compost: 2500 kg/ha",Fence fields for cattle,Use drip irrigation,Red Rot in sugarcane,Ensure proper drainage
Tamil Nadu,Alluvial,Turmeric,DAP,Soft,Poultry,None,37,1,Turmeric,3500,"DAP: 90 kg/ha, Compost: 2200 kg/ha",Use crop rotation,Mulching for moisture retention,Yellow Mosaic in pulses,Apply fungicides
Tamil Nadu,Sandy,Coconut,Urea,Hard,Sheep,None,38,2,Coconut,4000,"Urea: 50 kg/ha, Compost: 1800 kg/ha",Use netting for birds,Mulching for moisture retention,Blast in rice,Use resistant varieties
Tamil Nadu,Alluvial,Coconut,Compost,Soft,Cattle,None,21,3,Coconut,4000,"Urea: 50 kg/ha, Compost: 1800 kg/ha",Apply organic pesticides,Practice intercropping,Red Rot in sugarcane,Apply fungicides
Tamil Nadu,Black Cotton,Banana,DAP,Soft,Sheep,None,25,2,Banana,5000,"NPK: 200 kg/ha, Compost: 3000 kg/ha",Use netting for birds,Practice intercropping,Blast in rice,Ensure proper drainage
Tamil Nadu,Red Laterite,Mango,Urea,Soft,Sheep,None,34,1,Mango,3000,"NPK: 110 kg/ha, Compost: 1700 kg/ha",Fence fields for cattle,Use drip irrigation,Blast in rice,Regular field inspections
Tamil Nadu,Red Laterite,Groundnut,Compost,Soft,Goats,Power Tiller,37,3,Groundnut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Apply organic pesticides,Practice intercropping,Red Rot in sugarcane,Regular field inspections
Tamil Nadu,Sandy,Banana,DAP,Hard,Sheep,None,30,1,Banana,5000,"NPK: 200 kg/ha, Compost: 3000 kg/ha",Fence fields for cattle,Mulching for moisture retention,Wilt in cotton,Apply fungicides
